time,servertime,latitude,longitude,"HDT - Heading True","SOG - Speed over Ground","COG - Course over Ground","AWS - App. Wind Speed","TWS - True Wind Speed","AWA - App. Wind Angle","TWA - True Wind Angle","TWD - True Wind Direction",Heel,"Trim Fore / Aft","GPS Satellites","GPS HAcc"
"2023-03-07 08:20:11.1","2023-03-07 11:16:16.495",29.549298,34.962139,94.86,0.01570404,94.85,,,,,,12.02,-31.17,5,19.53
"2023-03-07 08:20:12.1","2023-03-07 11:16:16.495",29.549299,34.962144,94.91,0.04495444,94.89,,,,,,12.01,-31.16,5,18.77
"2023-03-07 08:20:13.1","2023-03-07 11:16:16.496",29.549299,34.962149,94.89,0.03977578,94.9,,,,,,12.02,-31.16,5,18.02
"2023-03-07 08:20:14.1","2023-03-07 11:16:16.496",29.549300,34.962154,94.85,0.07890499,94.83,,,,,,12,-31.17,5,17.36
"2023-03-07 08:20:15.1","2023-03-07 11:16:16.497",29.549301,34.962159,94.92,0.1160244,94.92,,,,,,12.01,-31.14,5,16.78
"2023-03-07 08:20:16.1","2023-03-07 11:16:16.497",29.549302,34.962162,94.99,0.03010218,94.99,,,,,,12.02,-31.16,5,16.34
"2023-03-07 08:20:17.1","2023-03-07 11:16:16.497",29.549303,34.962164,95.05,0.03902064,95.05,,,,,,12.01,-31.17,5,15.95
"2023-03-07 08:20:18.1","2023-03-07 11:16:16.497",29.549303,34.962165,95.05,0.04627291,95.03,,,,,,11.99,-31.18,5,15.57
"2023-03-07 08:20:19.1","2023-03-07 11:16:16.498",29.549303,34.962166,95.07,0.03437614,95.09,,,,,,12.01,-31.18,5,15.16
"2023-03-07 08:20:20.1","2023-03-07 11:16:16.504",29.549304,34.962171,94.83,0.03977755,94.84,,,,,,12.01,-31.16,5,14.73
"2023-03-07 08:20:21.1","2023-03-07 11:16:16.505",29.549304,34.962175,94.78,0.05334045,94.78,,,,,,12.01,-31.17,5,14.38
"2023-03-07 08:20:22.1","2023-03-07 11:16:16.506",29.549305,34.962179,94.86,0.0652791,94.86,,,,,,12.01,-31.18,5,14.11
"2023-03-07 08:20:23.1","2023-03-07 11:16:16.506",29.549306,34.962185,94.81,0.02779095,94.81,,,,,,12.04,-31.16,5,13.8
"2023-03-07 08:20:24.1","2023-03-07 11:16:16.507",29.549307,34.962192,94.85,0.04321036,94.86,,,,,,12.06,-31.14,5,13.48
"2023-03-07 08:20:25.1","2023-03-07 11:16:16.508",29.549307,34.962200,94.92,0.06062126,94.89,,,,,,12.06,-31.16,5,13.19
"2023-03-07 08:20:26.1","2023-03-07 11:16:16.509",29.549308,34.962206,94.9,0.04680279,94.92,,,,,,12.05,-31.16,5,13
"2023-03-07 08:20:27.1","2023-03-07 11:16:16.509",29.549309,34.962210,94.72,0.03796408,94.72,,,,,,12.09,-31.18,5,12.8
"2023-03-07 08:20:28.1","2023-03-07 11:16:16.51",29.549310,34.962216,94.68,0.03946337,94.68,,,,,,12.06,-31.19,5,12.58
"2023-03-07 08:20:29.1","2023-03-07 11:16:16.511",29.549310,34.962219,94.71,0.05856737,94.69,,,,,,12.05,-31.17,5,12.36
"2023-03-07 08:20:30.1","2023-03-07 11:16:16.512",29.549310,34.962211,94.62,0.04202872,94.63,,,,,,12.06,-31.16,6,17.64
"2023-03-07 08:20:31.1","2023-03-07 11:16:16.512",29.549303,34.962133,94.52,0.04797521,94.53,,,,,,12.05,-31.17,6,17.12
"2023-03-07 08:20:32.1","2023-03-07 11:16:16.513",29.549299,34.962079,94.51,0.1565614,94.5,,,,,,12.06,-31.17,6,16.62
"2023-03-07 08:20:33.1","2023-03-07 11:16:16.514",29.549296,34.962041,94.53,0.08015957,94.53,,,,,,12.07,-31.17,6,16.23
"2023-03-07 08:20:34.1","2023-03-07 11:16:16.514",29.549295,34.962012,94.58,0.04949863,94.57,,,,,,12.09,-31.18,6,15.99
"2023-03-07 08:20:35.1","2023-03-07 11:16:16.515",29.549293,34.961990,94.5,0.05344706,94.51,,,,,,12.04,-31.17,6,15.77
"2023-03-07 08:20:36.1","2023-03-07 11:16:16.521",29.549293,34.961971,94.54,0.03144079,94.52,,,,,,12.04,-31.16,6,15.6
"2023-03-07 08:20:37.1","2023-03-07 11:16:16.522",29.549292,34.961957,94.68,0.05314741,94.69,,,,,,12.03,-31.17,6,15.55
"2023-03-07 08:20:38.1","2023-03-07 11:16:16.523",29.549292,34.961944,94.67,0.0629836,94.67,,,,,,12,-31.18,6,15.36
"2023-03-07 08:20:39.1","2023-03-07 11:16:16.523",29.549292,34.961931,94.72,0.05061242,94.69,,,,,,12.02,-31.18,6,15.24
"2023-03-07 08:20:40.1","2023-03-07 11:16:16.524",29.549292,34.961921,94.91,0.03623764,94.91,,,,,,12,-31.19,6,15.15
"2023-03-07 08:20:41.1","2023-03-07 11:16:16.525",29.549292,34.961913,94.76,0.02932035,94.78,,,,,,12.01,-31.17,6,15.08
"2023-03-07 08:20:42.1","2023-03-07 11:16:16.525",29.549292,34.961904,94.5,0.09495065,94.5,,,,,,12.02,-31.16,6,14.99
"2023-03-07 08:20:43.1","2023-03-07 11:16:16.526",29.549292,34.961898,94.62,0.07762514,94.61,,,,,,12.01,-31.17,6,14.92
"2023-03-07 08:20:44.1","2023-03-07 11:16:16.526",29.549292,34.961893,94.69,0.03266976,94.69,,,,,,12,-31.17,6,14.82
"2023-03-07 08:20:45.1","2023-03-07 11:16:16.527",29.549293,34.961888,94.85,0.08144342,94.83,,,,,,12,-31.18,6,14.77
"2023-03-07 08:20:46.1","2023-03-07 11:16:16.527",29.549293,34.961885,94.98,0.03784623,94.98,,,,,,12.01,-31.17,6,14.73
"2023-03-07 08:20:47.1","2023-03-07 11:16:16.527",29.549294,34.961878,94.85,0.03670501,94.86,,,,,,12.01,-31.16,6,14.73
"2023-03-07 08:20:48.1","2023-03-07 11:16:16.528",29.549294,34.961877,94.77,0.02376734,94.77,,,,,,11.99,-31.16,6,6.645
"2023-03-07 08:20:49.1","2023-03-07 11:16:16.529",29.549294,34.961880,94.97,0.08856053,94.95,,,,,,12.01,-31.16,6,6.52
"2023-03-07 08:20:50.1","2023-03-07 11:16:16.53",29.549294,34.961889,94.97,0.06739834,94.97,,,,,,12.04,-31.18,6,6.395
"2023-03-07 08:20:51.1","2023-03-07 11:16:16.53",29.549294,34.961907,94.89,0.06028653,94.9,,,,,,12.05,-31.16,6,6.203
"2023-03-07 08:20:52.1","2023-03-07 11:16:16.531",29.549293,34.961930,94.76,0.05835449,94.78,,,,,,12.06,-31.17,6,5.992
"2023-03-07 08:20:53.1","2023-03-07 11:16:16.532",29.549292,34.961952,94.65,0.0522013,94.64,,,,,,12.04,-31.16,6,5.781
"2023-03-07 08:20:54.1","2023-03-07 11:16:16.532",29.549292,34.961968,94.69,0.09687177,94.71,,,,,,12.05,-31.16,6,5.621
"2023-03-07 08:20:55.1","2023-03-07 11:16:16.533",29.549291,34.961984,94.79,0.1571386,94.78,,,,,,12.02,-31.16,6,5.469
"2023-03-07 08:20:56.1","2023-03-07 11:16:16.534",29.549291,34.961997,94.89,0.1200535,94.88,,,,,,12.01,-31.17,6,5.352
"2023-03-07 08:20:57.1","2023-03-07 11:16:16.535",29.549290,34.962007,94.81,0.132254,94.83,,,,,,12.02,-31.18,6,5.242
"2023-03-07 08:20:58.1","2023-03-07 11:16:16.536",29.549290,34.962018,94.76,0.09636219,94.75,,,,,,12,-31.16,6,5.137
"2023-03-07 08:20:59.1","2023-03-07 11:16:16.537",29.549289,34.962027,94.77,0.05479344,94.8,,,,,,12.01,-31.15,6,5.051
"2023-03-07 08:21:00.1","2023-03-07 11:16:16.537",29.549289,34.962034,94.51,0.053713,94.52,,,,,,12,-31.14,6,4.992
"2023-03-07 08:21:01.1","2023-03-07 11:16:16.538",29.549289,34.962033,94.55,0.1095892,94.53,,,,,,12.02,-31.15,6,4.992
"2023-03-07 08:21:02.1","2023-03-07 11:16:16.539",29.549289,34.962034,94.65,0.1069534,94.63,,,,,,12.01,-31.15,6,4.988
"2023-03-07 08:21:03.1","2023-03-07 11:16:16.539",29.549289,34.962042,94.75,0.1211025,94.74,,,,,,11.99,-31.16,6,4.941
"2023-03-07 08:21:04","2023-03-07 11:16:16.54",29.549288,34.962049,94.73,0.101019,94.75,,,,,,11.99,-31.18,6,4.879
"2023-03-07 08:21:05.1","2023-03-07 11:16:16.54",29.549288,34.962059,94.83,0.07074598,94.84,,,,,,12.01,-31.18,6,4.805
"2023-03-07 08:21:06.1","2023-03-07 11:16:16.541",29.549288,34.962066,94.67,0.03366892,94.67,,,,,,12.01,-31.16,6,4.742
"2023-03-07 08:21:07.1","2023-03-07 11:16:16.541",29.549288,34.962073,94.86,0.0452234,94.85,,,,,,12.01,-31.15,6,4.68
"2023-03-07 08:21:08.1","2023-03-07 11:16:16.542",29.549287,34.962080,94.85,0.08054774,94.87,,,,,,12.02,-31.16,6,4.625
"2023-03-07 08:21:09.1","2023-03-07 11:16:16.543",29.549287,34.962087,94.81,0.06382878,94.79,,,,,,12.01,-31.16,8,4.57
"2023-03-07 08:21:10.1","2023-03-07 11:16:16.543",29.549287,34.962092,94.81,0.2043931,94.81,,,,,,12,-31.16,8,4.441
"2023-03-07 08:21:11.1","2023-03-07 11:16:16.544",29.549287,34.962096,94.98,0.05957399,94.97,,,,,,12,-31.17,8,4.309
"2023-03-07 08:21:12.1","2023-03-07 11:16:16.544",29.549287,34.962100,95,0.02695324,95.02,,,,,,11.99,-31.17,8,4.191
"2023-03-07 08:21:13.1","2023-03-07 11:16:16.545",29.549287,34.962103,95.03,0.02578194,95.03,,,,,,11.99,-31.17,8,4.082
"2023-03-07 08:21:14.1","2023-03-07 11:16:16.545",29.549286,34.962105,94.84,0.03007267,94.87,,,,,,11.99,-31.17,8,3.988
"2023-03-07 08:21:15.1","2023-03-07 11:16:16.546",29.549286,34.962108,94.83,0.05500703,94.81,,,,,,12.04,-31.16,9,3.906
"2023-03-07 08:21:16.1","2023-03-07 11:16:16.547",29.549286,34.962110,94.76,0.193601,94.76,,,,,,12.04,-31.15,9,3.836
"2023-03-07 08:21:17.1","2023-03-07 11:16:16.547",29.549286,34.962113,94.73,0.07302744,94.73,,,,,,12.03,-31.15,9,3.773
"2023-03-07 08:21:18.1","2023-03-07 11:16:16.548",29.549286,34.962115,94.58,0.02757732,94.58,,,,,,12,-31.16,9,3.713
"2023-03-07 08:21:19.1","2023-03-07 11:16:16.548",29.549286,34.962116,94.68,0.04540365,94.68,,,,,,12.03,-31.17,9,3.656
"2023-03-07 08:21:20.1","2023-03-07 11:16:16.549",29.549286,34.962118,94.69,0.06319322,94.67,,,,,,12.02,-31.18,9,3.598
"2023-03-07 08:21:21.1","2023-03-07 11:16:16.549",29.549286,34.962121,94.65,0.06228655,94.67,,,,,,12.01,-31.18,9,3.543
"2023-03-07 08:21:22.1","2023-03-07 11:16:16.55",29.549286,34.962123,94.64,0.05829204,94.64,,,,,,12.01,-31.16,9,3.475
"2023-03-07 08:21:23.1","2023-03-07 11:16:16.55",29.549287,34.962124,94.65,0.03310132,94.64,,,,,,11.99,-31.16,9,3.412
"2023-03-07 08:21:24.1","2023-03-07 11:16:16.55",29.549287,34.962125,94.61,0.05779158,94.63,,,,,,12,-31.14,9,3.357
"2023-03-07 08:21:25.1","2023-03-07 11:16:16.551",29.549287,34.962126,94.45,0.08051991,94.45,,,,,,12,-31.15,9,3.312
"2023-03-07 08:21:26.1","2023-03-07 11:16:16.551",29.549287,34.962126,94.53,0.1436882,94.53,,,,,,12,-31.16,9,3.27
"2023-03-07 08:21:27.1","2023-03-07 11:16:16.551",29.549288,34.962126,94.73,0.1043761,94.68,,,,,,12,-31.15,9,3.232
"2023-03-07 08:21:28.1","2023-03-07 11:16:16.552",29.549288,34.962125,94.76,0.04353774,94.78,,,,,,11.98,-31.15,9,3.197
"2023-03-07 08:21:29.1","2023-03-07 11:16:16.552",29.549288,34.962124,94.78,0.03539829,94.77,,,,,,12,-31.15,9,3.16
"2023-03-07 08:21:30.1","2023-03-07 11:16:16.552",29.549288,34.962123,94.69,0.03964237,94.72,,,,,,12,-31.15,9,3.131
"2023-03-07 08:21:31.1","2023-03-07 11:16:16.552",29.549288,34.962117,94.56,0.05406498,94.57,,,,,,12,-31.13,10,3.074
"2023-03-07 08:21:32.1","2023-03-07 11:16:16.553",29.549288,34.962078,94.73,0.1042978,94.72,,,,,,12.01,-31.16,10,2.873
"2023-03-07 08:21:33.1","2023-03-07 11:16:16.553",29.549288,34.962047,94.61,0.04185939,94.63,,,,,,12.02,-31.18,11,2.709
"2023-03-07 08:21:34.1","2023-03-07 11:16:16.553",29.549287,34.962019,94.6,0.04203173,94.58,,,,,,12.01,-31.18,11,2.553
"2023-03-07 08:21:35.1","2023-03-07 11:16:16.554",29.549286,34.961996,94.83,0.04118429,94.81,,,,,,12.03,-31.16,11,2.418
"2023-03-07 08:21:36.1","2023-03-07 11:16:16.593",29.549285,34.961975,94.87,0.02816736,94.86,,,,,,12.01,-31.17,11,2.283
"2023-03-07 08:21:37.1","2023-03-07 11:16:16.594",29.549284,34.961958,94.87,0.0292162,94.88,,,,,,12.01,-31.16,11,2.178
"2023-03-07 08:21:38.1","2023-03-07 11:16:16.595",29.549284,34.961944,94.75,0.01921758,94.76,,,,,,12.01,-31.17,11,2.09
"2023-03-07 08:21:39.1","2023-03-07 11:16:16.596",29.549283,34.961931,94.72,0.04619364,94.72,,,,,,12.02,-31.17,11,2.01
"2023-03-07 08:21:40.1","2023-03-07 11:16:16.596",29.549283,34.961919,94.68,0.04397115,94.68,,,,,,12,-31.18,11,1.935
"2023-03-07 08:21:41.1","2023-03-07 11:16:16.597",29.549283,34.961910,94.57,0.04915641,94.6,,,,,,12.01,-31.19,11,1.875
"2023-03-07 08:21:42.1","2023-03-07 11:16:16.598",29.549283,34.961901,94.61,0.03913097,94.58,,,,,,12,-31.18,11,1.822
"2023-03-07 08:21:43.1","2023-03-07 11:16:16.598",29.549283,34.961893,94.75,0.02579536,94.75,,,,,,12.03,-31.2,11,1.774
"2023-03-07 08:21:44.1","2023-03-07 11:16:16.599",29.549283,34.961886,94.78,0.03446984,94.79,,,,,,12.03,-31.19,11,1.734
"2023-03-07 08:21:45","2023-03-07 11:16:16.599",29.549283,34.961880,94.81,0.02738936,94.79,,,,,,12.01,-31.18,11,1.7
"2023-03-07 08:21:46.1","2023-03-07 11:16:16.6",29.549283,34.961870,94.74,0.0410335,94.75,,,,,,11.99,-31.16,12,1.642
"2023-03-07 08:21:47.1","2023-03-07 11:16:16.601",29.549283,34.961862,94.77,0.03696586,94.77,,,,,,12,-31.16,12,1.591
"2023-03-07 08:21:48.1","2023-03-07 11:16:16.601",29.549283,34.961854,94.73,0.02608272,94.72,,,,,,12,-31.15,12,1.545
"2023-03-07 08:21:49.1","2023-03-07 11:16:16.602",29.549283,34.961847,94.81,0.02510465,94.8,,,,,,12.03,-31.15,12,1.506
"2023-03-07 08:21:50.1","2023-03-07 11:16:16.603",29.549283,34.961840,94.83,0.02871075,94.81,,,,,,12.03,-31.17,12,1.469
"2023-03-07 08:21:51.1","2023-03-07 11:16:16.603",29.549284,34.961835,95.07,0.03078683,95.06,,,,,,12.03,-31.16,12,1.434
"2023-03-07 08:21:52.1","2023-03-07 11:16:16.604",29.549284,34.961830,94.88,0.03317802,94.89,,,,,,12.05,-31.14,12,1.402
"2023-03-07 08:21:53.1","2023-03-07 11:16:16.604",29.549284,34.961826,94.89,0.02354426,94.88,,,,,,12.03,-31.16,12,1.375
"2023-03-07 08:21:54.1","2023-03-07 11:16:16.605",29.549284,34.961822,94.98,0.0357496,94.99,,,,,,12.02,-31.15,12,1.351
"2023-03-07 08:21:55.1","2023-03-07 11:16:16.605",29.549284,34.961818,94.71,0.05979565,94.74,,,,,,12.01,-31.17,12,1.328
"2023-03-07 08:21:56.1","2023-03-07 11:16:16.606",29.549284,34.961815,94.76,0.03802262,94.73,,,,,,12.03,-31.19,12,1.308
"2023-03-07 08:21:57.1","2023-03-07 11:16:16.606",29.549284,34.961811,95.02,0.0268646,95.02,,,,,,12.03,-31.16,12,1.285
"2023-03-07 08:21:58.1","2023-03-07 11:16:16.607",29.549284,34.961808,95.02,0.02814419,95.01,,,,,,12.03,-31.17,12,1.267
"2023-03-07 08:21:59.1","2023-03-07 11:16:16.608",29.549284,34.961805,94.91,0.03238334,94.92,,,,,,12.02,-31.19,12,1.25
"2023-03-07 08:22:00.1","2023-03-07 11:16:16.608",29.549285,34.961802,94.85,0.04360709,94.86,,,,,,11.96,-31.19,13,1.233
"2023-03-07 08:22:01.1","2023-03-07 11:16:16.609",29.549285,34.961798,94.83,0.0482516,94.84,,,,,,12.04,-31.18,13,1.211
"2023-03-07 08:22:02.1","2023-03-07 11:16:16.61",29.549285,34.961794,94.79,0.05028643,94.8,,,,,,12.16,-31.14,13,1.188
"2023-03-07 08:22:03.1","2023-03-07 11:16:16.61",29.549285,34.961791,94.68,0.05312021,94.69,,,,,,12.46,-31.11,13,1.168
"2023-03-07 08:22:04.1","2023-03-07 11:16:16.611",29.549285,34.961789,94.53,0.0517451,94.54,,,,,,11.94,-31.2,13,1.15
"2023-03-07 08:22:05.1","2023-03-07 11:16:16.611",29.549284,34.961786,94.65,0.04425094,94.62,,,,,,11.81,-31.19,13,1.134
"2023-03-07 08:22:06.1","2023-03-07 11:16:16.612",29.549284,34.961784,94.95,0.02727379,94.95,,,,,,11.78,-31.22,13,1.118
"2023-03-07 08:22:07.1","2023-03-07 11:16:16.612",29.549284,34.961781,94.85,0.02573598,94.85,,,,,,11.26,-31.36,13,1.104
"2023-03-07 08:22:08.1","2023-03-07 11:16:16.613",29.549284,34.961779,94.9,0.02612514,94.9,,,,,,10.84,-31.43,13,1.087
"2023-03-07 08:22:09.1","2023-03-07 11:16:16.613",29.549284,34.961778,94.84,0.04165813,94.86,,,,,,11.74,-31.25,13,1.071
"2023-03-07 08:22:10.1","2023-03-07 11:16:16.614",29.549284,34.961776,94.62,0.03707028,94.63,,,,,,12.12,-31.17,13,1.058
"2023-03-07 08:22:11.1","2023-03-07 11:16:16.614",29.549284,34.961775,94.56,0.04609557,94.58,,,,,,12.28,-31.14,12,1.047
"2023-03-07 08:22:12.1","2023-03-07 11:16:16.615",29.549283,34.961774,94.47,0.03710382,94.49,,,,,,12.04,-31.18,12,1.036
"2023-03-07 08:22:13.1","2023-03-07 11:16:16.615",29.549284,34.961772,95.43,0.116602,95.17,,,,,,7.73,-32.09,12,1.027
"2023-03-07 08:22:14.1","2023-03-07 11:16:16.616",29.549283,34.961771,96.5,0.05521597,96.54,,,,,,7.49,-32.09,12,1.021
"2023-03-07 08:22:15.1","2023-03-07 11:16:16.616",29.549283,34.961770,96.57,0.04568087,96.58,,,,,,6.11,-32.34,13,1.017
"2023-03-07 08:22:16.1","2023-03-07 11:16:16.617",29.549283,34.961770,98.19,0.1367697,97.84,,,,,,2.42,-32.86,13,1.014
"2023-03-07 08:22:17.1","2023-03-07 11:16:16.617",29.549283,34.961770,99.28,0.07611808,99.24,,,,,,0.93,-33.01,13,1.011
"2023-03-07 08:22:18.1","2023-03-07 11:16:16.617",29.549282,34.961770,99.59,0.04448309,99.58,,,,,,1.11,-33.03,12,1.007
"2023-03-07 08:22:19.1","2023-03-07 11:16:16.618",29.549282,34.961769,99.58,0.07661283,99.58,,,,,,1.03,-33.05,12,1.006
"2023-03-07 08:22:20.1","2023-03-07 11:16:16.618",29.549281,34.961769,99.85,0.0609812,99.82,,,,,,0.78,-33.06,13,1.006
"2023-03-07 08:22:21.1","2023-03-07 11:16:16.619",29.549281,34.961769,99.95,0.02628008,99.95,,,,,,0.67,-33.08,13,1.003
"2023-03-07 08:22:22.1","2023-03-07 11:16:16.619",29.549280,34.961768,99.89,0.03479499,99.9,,,,,,0.62,-33.1,13,1
"2023-03-07 08:22:23.1","2023-03-07 11:16:16.62",29.549279,34.961768,99.89,0.02936601,99.88,,,,,,0.59,-33.08,13,0.9966
"2023-03-07 08:22:24.1","2023-03-07 11:16:16.62",29.549278,34.961768,99.97,0.02604293,99.98,,,,,,0.58,-33.09,13,0.9937
"2023-03-07 08:22:25.1","2023-03-07 11:16:16.621",29.549277,34.961768,99.84,0.01994147,99.85,,,,,,0.57,-33.09,13,0.9907
"2023-03-07 08:22:26","2023-03-07 11:16:16.621",29.549277,34.961768,99.89,0.0256717,99.86,,,,,,0.59,-33.08,13,0.9878
"2023-03-07 08:22:27.1","2023-03-07 11:16:16.621",29.549276,34.961767,99.87,0.03156327,99.89,,,,,,0.59,-33.1,13,0.9858
"2023-03-07 08:22:28.1","2023-03-07 11:16:16.622",29.549275,34.961767,99.87,0.02387431,99.82,,,,,,0.56,-33.08,13,0.9829
"2023-03-07 08:22:29.1","2023-03-07 11:16:16.622",29.549274,34.961767,100.06,0.02572492,100.06,,,,,,0.57,-33.08,13,0.981
"2023-03-07 08:22:30.1","2023-03-07 11:16:16.623",29.549274,34.961767,99.9,0.02512415,99.92,,,,,,0.59,-33.09,13,0.9785
"2023-03-07 08:22:31.1","2023-03-07 11:16:16.623",29.549273,34.961767,99.74,0.04163031,99.76,,,,,,0.6,-33.09,13,0.9766
"2023-03-07 08:22:32.1","2023-03-07 11:16:16.624",29.549272,34.961767,99.78,0.02901961,99.76,,,,,,0.6,-33.08,13,0.9756
"2023-03-07 08:22:33.1","2023-03-07 11:16:16.624",29.549272,34.961767,99.95,0.02762978,99.97,,,,,,0.64,-33.1,13,0.9756
"2023-03-07 08:22:34.1","2023-03-07 11:16:16.625",29.549271,34.961766,99.87,0.02274186,99.85,,,,,,0.6,-33.09,13,0.9756
"2023-03-07 08:22:35.1","2023-03-07 11:16:16.625",29.549271,34.961766,99.98,0.03637619,99.99,,,,,,0.6,-33.09,13,0.9756
"2023-03-07 08:22:36.1","2023-03-07 11:16:16.672",29.549270,34.961766,99.95,0.03152335,99.93,,,,,,0.58,-33.07,13,0.9756
"2023-03-07 08:22:37.1","2023-03-07 11:16:16.673",29.549269,34.961765,100.02,0.02651262,100.01,,,,,,0.59,-33.07,13,0.9756
"2023-03-07 08:22:38.1","2023-03-07 11:16:16.673",29.549269,34.961765,100.08,0.05819822,100.07,,,,,,0.65,-33.11,13,0.9775
"2023-03-07 08:22:39.1","2023-03-07 11:16:16.674",29.549268,34.961765,100.09,0.04153565,100.09,,,,,,0.63,-33.11,13,0.9766
"2023-03-07 08:22:40.1","2023-03-07 11:16:16.675",29.549267,34.961764,100.07,0.03766201,100.07,,,,,,0.59,-33.1,13,0.9746
"2023-03-07 08:22:41.1","2023-03-07 11:16:16.675",29.549267,34.961763,100.04,0.04189343,100.06,,,,,,0.6,-33.09,13,0.9736
"2023-03-07 08:22:42.1","2023-03-07 11:16:16.676",29.549266,34.961763,100.1,0.03262474,100.1,,,,,,0.62,-33.09,13,0.9727
"2023-03-07 08:22:43.1","2023-03-07 11:16:16.676",29.549265,34.961763,100.19,0.03210587,100.19,,,,,,0.6,-33.12,13,0.9736
"2023-03-07 08:22:44.1","2023-03-07 11:16:16.677",29.549265,34.961763,100.06,0.03310744,100.07,,,,,,0.62,-33.11,13,0.9736
"2023-03-07 08:22:45.1","2023-03-07 11:16:16.677",29.549265,34.961763,100.14,0.02626964,100.14,,,,,,0.6,-33.1,13,0.9756
"2023-03-07 08:22:46.1","2023-03-07 11:16:16.678",29.549265,34.961763,100.03,0.03824947,100.07,,,,,,0.6,-33.1,13,0.9775
"2023-03-07 08:22:47.1","2023-03-07 11:16:16.679",29.549264,34.961762,100.02,0.03551098,100,,,,,,0.6,-33.09,13,0.9785
"2023-03-07 08:22:48.1","2023-03-07 11:16:16.679",29.549264,34.961762,100.15,0.03369781,100.15,,,,,,0.63,-33.11,14,0.981
"2023-03-07 08:22:49.1","2023-03-07 11:16:16.68",29.549263,34.961761,100.02,0.04554205,100.03,,,,,,0.62,-33.12,13,0.9849
"2023-03-07 08:22:50.1","2023-03-07 11:16:16.681",29.549263,34.961761,99.99,0.031941,100.01,,,,,,0.62,-33.1,13,0.9897
"2023-03-07 08:22:51.1","2023-03-07 11:16:16.681",29.549263,34.961761,99.95,0.02073066,99.95,,,,,,0.6,-33.09,12,0.9956
"2023-03-07 08:22:52.1","2023-03-07 11:16:16.682",29.549263,34.961761,99.92,0.02660073,99.91,,,,,,0.62,-33.08,13,0.9985
"2023-03-07 08:22:53.1","2023-03-07 11:16:16.683",29.549262,34.961761,99.98,0.03631351,99.97,,,,,,0.6,-33.09,13,1.001
"2023-03-07 08:22:54.1","2023-03-07 11:16:16.683",29.549262,34.961761,100.04,0.03065114,100.03,,,,,,0.59,-33.1,12,1.006
"2023-03-07 08:22:55.1","2023-03-07 11:16:16.684",29.549262,34.961761,100.07,0.04212832,100.08,,,,,,0.59,-33.11,13,1.01
"2023-03-07 08:22:56.1","2023-03-07 11:16:16.684",29.549262,34.961761,99.96,0.05145274,99.97,,,,,,0.6,-33.1,12,1.013
"2023-03-07 08:22:57.1","2023-03-07 11:16:16.685",29.549262,34.961761,99.97,0.0542821,99.97,,,,,,0.59,-33.1,13,1.017
"2023-03-07 08:22:58.1","2023-03-07 11:16:16.685",29.549262,34.961761,99.87,0.06103247,99.87,,,,,,0.59,-33.09,13,1.019
"2023-03-07 08:22:59.1","2023-03-07 11:16:16.686",29.549262,34.961761,99.84,0.03905466,99.84,,,,,,0.58,-33.1,13,1.021
"2023-03-07 08:23:00.1","2023-03-07 11:16:16.686",29.549262,34.961761,100.09,0.04132889,100.08,,,,,,0.58,-33.11,13,1.023
"2023-03-07 08:23:01.1","2023-03-07 11:16:16.686",29.549262,34.961761,100.12,0.03230683,100.12,,,,,,0.6,-33.11,13,1.026
"2023-03-07 08:23:02.1","2023-03-07 11:16:16.687",29.549263,34.961761,100.09,0.02733918,100.1,,,,,,0.64,-33.11,13,1.027
"2023-03-07 08:23:02.9","2023-03-07 11:16:16.687",29.549263,34.961761,99.91,0.02895386,99.98,,,,,,0.62,-33.11,13,1.028
"2023-03-07 08:23:04.1","2023-03-07 11:16:16.687",29.549263,34.961762,99.75,0.03354349,99.77,,,,,,0.59,-33.1,13,1.031
"2023-03-07 08:23:05.1","2023-03-07 11:16:16.688",29.549263,34.961762,99.84,0.02676881,99.81,,,,,,0.6,-33.1,13,1.032
"2023-03-07 08:23:06.1","2023-03-07 11:16:16.688",29.549263,34.961762,99.96,0.04141677,99.96,,,,,,0.59,-33.1,13,1.033
"2023-03-07 08:23:07","2023-03-07 11:16:16.688",29.549263,34.961762,100.03,0.03297704,100.01,,,,,,0.57,-33.09,13,1.04
"2023-03-07 08:23:08.1","2023-03-07 11:16:16.689",29.549263,34.961762,100.08,0.02322521,100.06,,,,,,0.57,-33.1,14,1.05
"2023-03-07 08:23:09.1","2023-03-07 11:16:16.689",29.549263,34.961763,100.11,0.02973363,100.13,,,,,,0.62,-33.09,14,1.054
"2023-03-07 08:23:10.1","2023-03-07 11:16:16.689",29.549264,34.961763,100.12,0.03970613,100.1,,,,,,0.62,-33.09,14,1.052
"2023-03-07 08:23:11.1","2023-03-07 11:16:16.69",29.549264,34.961764,100.31,0.04318307,100.3,,,,,,0.62,-33.1,14,1.049
"2023-03-07 08:23:12.1","2023-03-07 11:16:16.69",29.549264,34.961764,100.12,0.03462497,100.15,,,,,,0.6,-33.08,14,1.046
"2023-03-07 08:23:13.1","2023-03-07 11:16:16.69",29.549264,34.961764,99.92,0.0270427,99.91,,,,,,0.63,-33.1,14,1.042
"2023-03-07 08:23:14.1","2023-03-07 11:16:16.691",29.549265,34.961765,100.09,0.02077003,100.1,,,,,,0.6,-33.09,14,1.039
"2023-03-07 08:23:15.1","2023-03-07 11:16:16.691",29.549265,34.961765,99.89,0.02674658,99.9,,,,,,0.6,-33.09,14,1.037
