time,servertime,latitude,longitude,"HDT - Heading True","SOG - Speed over Ground","COG - Course over Ground","TWA - True Wind Angle","TWD - True Wind Direction",Heel,"Trim Fore / Aft","GPS Satellites","GPS HAcc"
"2022-12-18 06:21:51.699","2022-12-18 06:21:51.699",32.489463,34.890646,40.35,0.180977,40.35,,,8.14,-56.22,9,3.6
"2022-12-18 06:21:52.699","2022-12-18 06:21:52.699",32.489459,34.890634,67.57,0.1201495,67.57,,,5.72,-59.37,8,3.459
"2022-12-18 06:21:53.499","2022-12-18 06:21:53.499",32.489460,34.890626,52.47,0.07851919,52.7,,,4.54,-84.56,8,3.363
"2022-12-18 06:21:54.699","2022-12-18 06:21:54.699",32.489459,34.890620,59.19,0.1967044,59.19,,,5.91,-96.86,6,3.318
"2022-12-18 06:21:55.699","2022-12-18 06:21:55.699",32.489458,34.890611,46,0.1285278,46,,,2.58,-78.75,8,3.266
"2022-12-18 06:21:56.699","2022-12-18 06:21:56.699",32.489453,34.890604,7.17,0.38963,7.17,,,-64.84,-30.1,7,3.199
"2022-12-18 06:21:57.599","2022-12-18 06:21:57.599",32.489446,34.890593,21.54,0.6755584,198.89,,,-108.93,29.67,7,3.152
"2022-12-18 06:21:58.699","2022-12-18 06:21:58.699",32.489436,34.890578,302.07,1.050665,187.62,,,-57.82,66.95,8,3.094
"2022-12-18 06:21:59.699","2022-12-18 06:21:59.699",32.489424,34.890566,64.25,1.223529,192.61,,,-110.76,48.12,9,3.004
"2022-12-18 06:22:00.699","2022-12-18 06:22:00.699",32.489409,34.890543,303.94,2.309845,180.77,,,-53.34,92.61,10,2.881
"2022-12-18 06:22:01.699","2022-12-18 06:22:01.699",32.489401,34.890522,71.06,1.163121,213.56,,,-37.75,102.16,8,2.771
"2022-12-18 06:22:02.699","2022-12-18 06:22:02.699",32.489395,34.890516,45.37,1.19883,210.7,,,-117.08,30.91,9,2.869
"2022-12-18 06:22:03.699","2022-12-18 06:22:03.699",32.489393,34.890501,340.55,0.4192877,340.55,,,-147.17,11.81,7,2.973
"2022-12-18 06:22:04.699","2022-12-18 06:22:04.699",32.489396,34.890495,341.34,0.1851595,341.34,,,7.28,-54.82,7,2.836
"2022-12-18 06:22:05.699","2022-12-18 06:22:05.699",32.489390,34.890487,215.94,0.2059068,215.94,,,-17.5,-69.72,8,3.988
"2022-12-18 06:22:06.699","2022-12-18 06:22:06.699",32.489384,34.890485,165.55,0.266015,165.55,,,-40.99,-34.51,7,5.836
"2022-12-18 06:22:07.699","2022-12-18 06:22:07.699",32.489383,34.890490,157.85,0.2563097,157.85,,,-28.29,-25.71,7,4.41
"2022-12-18 06:22:08.699","2022-12-18 06:22:08.699",32.489382,34.890491,141.78,0.1793654,141.78,,,-27.46,-42.24,7,3.896
