time,latitude,longitude,speed,"HDT - Heading True","SOG - Speed over Ground","COG - Course over Ground",Heel,"Trim Fore / Aft","Time to Gun","GPS Satellites","GPS HAcc"
"2022-08-17 08:33:49.599",29.513434,34.926427,0.0402487,79.2,0.04024874,79.2,17.47,-36.03,,15,0.8369
"2022-08-17 08:33:50.599",29.513434,34.926427,0.0419956,79.22,0.04199562,79.22,17.49,-36.01,,14,0.8389
"2022-08-17 08:33:51.599",29.513434,34.926427,0.0253839,79.19,0.0253839,79.19,17.39,-36.04,,15,0.8389
"2022-08-17 08:33:52.499",29.513434,34.926427,0.0231657,79.05,0.02316566,79.07,17.4,-36.05,,16,0.8379
"2022-08-17 08:33:53.599",29.513434,34.926426,0.025885,78.77,0.02588504,78.77,17.46,-36.05,,14,0.8389
"2022-08-17 08:33:54.599",29.513434,34.926426,0.0363068,78.6,0.03630678,78.6,17.46,-36.04,,15,0.8428
"2022-08-17 08:33:55.599",29.513434,34.926426,0.0312516,78.48,0.03125163,78.48,17.47,-36.03,,15,0.8457
"2022-08-17 08:33:56.599",29.513433,34.926426,0.019086,78.54,0.01908597,78.54,17.48,-36.04,,16,0.8467
"2022-08-17 08:33:57.599",29.513433,34.926425,0.0269084,78.65,0.02690839,78.65,17.49,-36.04,,16,0.8467
"2022-08-17 08:33:58.599",29.513433,34.926425,0.0331314,78.68,0.03313143,78.68,17.51,-36.03,,15,0.8467
"2022-08-17 08:33:59.599",29.513433,34.926425,0.0175419,78.63,0.01754186,78.63,17.55,-36,,15,0.8457
"2022-08-17 08:34:00.599",29.513433,34.926424,0.0294622,78.36,0.02946224,78.36,17.62,-35.99,,16,0.8447
"2022-08-17 08:34:01.599",29.513433,34.926424,0.048048,78.31,0.04804795,78.31,17.68,-35.96,,16,0.8428
"2022-08-17 08:34:02.599",29.513433,34.926424,0.0314304,78.54,0.03143042,78.54,17.71,-35.95,,15,0.8408
"2022-08-17 08:34:03.599",29.513433,34.926424,0.0390247,78.6,0.03902475,78.6,17.74,-35.96,,14,0.8418
"2022-08-17 08:34:04.599",29.513434,34.926423,0.0358389,78.55,0.03583894,78.55,17.79,-35.97,,16,0.8418
"2022-08-17 08:34:05.599",29.513433,34.926423,0.0343254,78.47,0.03432539,78.47,17.78,-35.98,,15,0.8438
"2022-08-17 08:34:06.599",29.513433,34.926423,0.0388929,78.41,0.03889289,78.41,17.8,-35.99,,15,0.8438
"2022-08-17 08:34:07.599",29.513434,34.926423,0.0372279,78.12,0.03722791,78.12,17.8,-35.96,,15,0.8438
"2022-08-17 08:34:08.599",29.513434,34.926423,0.0322276,78.2,0.03222764,78.2,17.88,-35.95,,16,0.8438
"2022-08-17 08:34:09.599",29.513434,34.926423,0.0397363,78.91,0.03973632,78.91,17.83,-35.96,,15,0.8428
"2022-08-17 08:34:10.599",29.513434,34.926423,0.0420766,79.19,0.04207659,79.19,17.85,-35.94,,15,0.8438
"2022-08-17 08:34:11.599",29.513434,34.926423,0.0327482,79.05,0.03274821,79.05,17.91,-35.94,,15,0.8447
"2022-08-17 08:34:12.599",29.513434,34.926423,0.0301234,78.86,0.03012339,78.86,17.95,-35.94,,15,0.8447
"2022-08-17 08:34:13.599",29.513434,34.926423,0.0163967,78.79,0.01639671,78.79,17.97,-35.93,,15,0.8457
"2022-08-17 08:34:14.599",29.513435,34.926423,0.0208118,78.68,0.02081177,78.68,18.1,-35.92,,16,0.8477
"2022-08-17 08:34:15.599",29.513435,34.926422,0.0270125,78.49,0.02701248,78.49,17.81,-35.96,,15,0.8486
"2022-08-17 08:34:16.599",29.513435,34.926422,0.019293,78.46,0.019293,78.46,17.72,-35.97,,15,0.8467
"2022-08-17 08:34:17.599",29.513435,34.926422,0.0333893,78.47,0.03338933,78.47,18.19,-35.86,,16,0.8457
"2022-08-17 08:34:18.599",29.513435,34.926422,0.0453763,78.58,0.04537631,78.58,18.02,-35.93,,15,0.8447
"2022-08-17 08:34:19.599",29.513435,34.926422,0.0434672,78.28,0.04346723,78.28,18.25,-35.87,,14,0.8486
"2022-08-17 08:34:20.599",29.513435,34.926422,0.028245,77.64,0.02824498,77.64,18.37,-35.89,,15,0.8535
"2022-08-17 08:34:21.599",29.513435,34.926422,0.0366448,77.63,0.03664475,77.63,18.61,-35.84,,15,0.855
"2022-08-17 08:34:22.599",29.513435,34.926421,0.02859,77.37,0.02859002,77.37,18.8,-35.78,,15,0.8569
"2022-08-17 08:34:23.599",29.513435,34.926421,0.0488068,77.13,0.04880677,77.13,18.81,-35.75,,15,0.8569
"2022-08-17 08:34:24.599",29.513435,34.926421,0.0236452,77.54,0.0236452,77.54,18.8,-35.74,,14,0.8579
"2022-08-17 08:34:25.599",29.513435,34.926421,0.0195525,77.69,0.01955246,77.69,18.85,-35.74,,14,0.8608
"2022-08-17 08:34:26.599",29.513435,34.926421,0.0341557,77.55,0.03415568,77.55,18.79,-35.76,,15,0.8628
"2022-08-17 08:34:27.599",29.513435,34.926421,0.0265481,77.63,0.02654808,77.63,18.9,-35.75,,15,0.8657
"2022-08-17 08:34:28.599",29.513434,34.926421,0.0497454,77.24,0.04974543,77.24,18.75,-35.79,,15,0.8687
"2022-08-17 08:34:29.499",29.513434,34.926420,0.0454386,76.37,0.04543863,76.37,18,-35.93,,15,0.8735
"2022-08-17 08:34:30.599",29.513434,34.926420,0.110817,78.73,0.1108171,78.73,17.11,-36.07,,16,0.8647
"2022-08-17 08:34:31.599",29.513434,34.926421,0.03179,80.07,0.03179002,80.07,17.12,-36.08,,15,0.8496
"2022-08-17 08:34:32.599",29.513434,34.926421,0.024701,80.07,0.024701,80.07,17.07,-36.1,,15,0.8359
"2022-08-17 08:34:33.499",29.513434,34.926421,0.0372681,80.07,0.03726813,80.07,16.92,-36.18,,16,0.835
"2022-08-17 08:34:34.599",29.513433,34.926420,0.0611421,80.05,0.06114207,80.05,16.93,-36.15,,16,0.8296
"2022-08-17 08:34:35.599",29.513433,34.926420,0.0406557,79.92,0.04065574,79.92,16.8,-36.17,,16,0.834
"2022-08-17 08:34:36.599",29.513433,34.926419,0.0519676,79.95,0.0519676,79.95,16.83,-36.15,,15,0.8257
"2022-08-17 08:34:37.599",29.513432,34.926419,0.0204468,80.21,0.02044677,80.21,16.8,-36.16,,15,0.8159
"2022-08-17 08:34:38.599",29.513432,34.926419,0.0289071,80.24,0.02890709,80.24,16.8,-36.16,,15,0.8057
"2022-08-17 08:34:39.599",29.513432,34.926419,0.0249096,80.39,0.02490959,80.39,16.77,-36.17,,16,0.7959
"2022-08-17 08:34:40.599",29.513431,34.926419,0.0199026,80.41,0.0199026,80.41,16.75,-36.15,,15,0.7866
"2022-08-17 08:34:41.599",29.513430,34.926418,0.0187691,80.41,0.01876912,80.41,16.74,-36.12,,16,0.7788
"2022-08-17 08:34:42.599",29.513430,34.926418,0.0223314,80.47,0.02233136,80.47,16.71,-36.14,,16,0.771
"2022-08-17 08:34:43.599",29.513429,34.926418,0.0172556,80.4,0.01725564,80.4,16.74,-36.14,,16,0.7627
"2022-08-17 08:34:44.599",29.513429,34.926417,0.0186015,80.44,0.01860154,80.44,16.73,-36.14,,16,0.7568
"2022-08-17 08:34:45.599",29.513429,34.926417,0.0169919,80.42,0.01699192,80.42,16.73,-36.16,,16,0.75
"2022-08-17 08:34:46.599",29.513428,34.926417,0.0138504,80.5,0.01385036,80.5,16.72,-36.16,,16,0.7437
"2022-08-17 08:34:47.599",29.513428,34.926417,0.015297,80.6,0.01529701,80.6,16.73,-36.15,,16,0.7378
"2022-08-17 08:34:48.599",29.513428,34.926417,0.0133853,80.39,0.01338534,80.39,16.72,-36.16,,16,0.7329
"2022-08-17 08:34:49.599",29.513428,34.926417,0.0191241,80.42,0.01912413,80.42,16.74,-36.17,,16,0.7275
"2022-08-17 08:34:50.599",29.513427,34.926417,0.018647,80.47,0.01864696,80.47,16.75,-36.17,,16,0.7236
"2022-08-17 08:34:51.599",29.513427,34.926417,0.0156546,80.51,0.01565463,80.51,16.74,-36.17,,16,0.7197
"2022-08-17 08:34:52.599",29.513427,34.926417,0.0257146,80.44,0.02571462,80.44,16.73,-36.17,,16,0.7168
"2022-08-17 08:34:53.599",29.513427,34.926417,0.0184232,80.38,0.0184232,80.38,16.74,-36.16,,16,0.7129
"2022-08-17 08:34:54.599",29.513427,34.926417,0.0174177,80.32,0.01741775,80.32,16.74,-36.16,,16,0.71
"2022-08-17 08:34:55.599",29.513426,34.926417,0.0152714,80.33,0.01527135,80.33,16.72,-36.14,,16,0.7065
"2022-08-17 08:34:56.599",29.513426,34.926417,0.0209716,80.47,0.02097165,80.47,16.69,-36.15,,16,0.7036
"2022-08-17 08:34:57.599",29.513426,34.926417,0.0274797,80.4,0.02747975,80.4,16.74,-36.15,,16,0.7017
"2022-08-17 08:34:58.599",29.513426,34.926417,0.0252774,80.3,0.02527739,80.3,16.75,-36.16,,15,0.6987
"2022-08-17 08:34:59.599",29.513426,34.926417,0.0235356,80.41,0.02353558,80.41,16.73,-36.15,,16,0.6958
"2022-08-17 08:35:00.599",29.513425,34.926417,0.0267822,80.4,0.02678216,80.4,16.74,-36.15,,15,0.6938
"2022-08-17 08:35:01.599",29.513425,34.926417,0.0355157,80.48,0.03551575,80.48,16.72,-36.15,,16,0.6919
"2022-08-17 08:35:02.599",29.513425,34.926417,0.038187,80.57,0.03818703,80.57,16.67,-36.16,,15,0.6909
"2022-08-17 08:35:03.599",29.513424,34.926417,0.035905,80.5,0.03590502,80.5,16.62,-36.16,,16,0.689
"2022-08-17 08:35:04.599",29.513424,34.926417,0.0214958,80.5,0.02149579,80.5,16.66,-36.17,,15,0.688
"2022-08-17 08:35:05.599",29.513424,34.926417,0.0319385,80.53,0.03193853,80.53,16.68,-36.16,,16,0.6855
"2022-08-17 08:35:06.599",29.513423,34.926417,0.0409858,80.39,0.04098579,80.39,16.71,-36.16,,15,0.6836
"2022-08-17 08:35:07.599",29.513423,34.926418,0.0360393,80.46,0.03603935,80.46,16.73,-36.16,,16,0.6846
"2022-08-17 08:35:08.599",29.513423,34.926418,0.0297315,80.5,0.0297315,80.5,16.77,-36.14,,15,0.6846
"2022-08-17 08:35:09.599",29.513422,34.926418,0.0154549,80.31,0.01545492,80.31,16.99,-36.1,,16,0.6846
"2022-08-17 08:35:10.499",29.513422,34.926417,0.0219691,80.15,0.02196907,80.14,17.19,-36.06,,15,0.6865
"2022-08-17 08:35:11.599",29.513422,34.926417,0.0335141,80.24,0.03351413,80.24,17.19,-36.06,,16,0.689
"2022-08-17 08:35:12.599",29.513421,34.926417,0.0198404,80.15,0.01984036,80.15,16.48,-36.2,,15,0.6909
"2022-08-17 08:35:13.599",29.513421,34.926418,0.0284131,80.59,0.02841314,80.59,16.7,-36.17,,16,0.6909
"2022-08-17 08:35:14.599",29.513421,34.926418,0.024445,80.51,0.02444503,80.51,16.71,-36.15,,15,0.6909
"2022-08-17 08:35:15.599",29.513421,34.926418,0.028528,80.31,0.02852799,80.31,16.8,-36.12,,16,0.6919
"2022-08-17 08:35:16.599",29.513421,34.926418,0.0165701,80.36,0.01657012,80.36,16.72,-36.16,,15,0.6909
"2022-08-17 08:35:17.6",29.513421,34.926418,0.0212575,80.38,0.02125753,80.38,16.75,-36.15,,16,0.6909
"2022-08-17 08:35:18.6",29.513421,34.926418,0.0249647,80.38,0.02496466,80.38,16.79,-36.12,,15,0.6899
"2022-08-17 08:35:19.6",29.513420,34.926419,0.0329204,80.22,0.03292044,80.22,16.79,-36.15,,16,0.689
"2022-08-17 08:35:20.6",29.513420,34.926419,0.0219671,80.21,0.02196714,80.21,16.8,-36.15,,15,0.688
"2022-08-17 08:35:21.6",29.513420,34.926419,0.0234917,80.26,0.02349166,80.26,16.84,-36.14,,16,0.6865
"2022-08-17 08:35:22.6",29.513420,34.926419,0.0254774,80.35,0.02547744,80.35,16.82,-36.14,,15,0.6855
"2022-08-17 08:35:23.6",29.513420,34.926420,0.0384818,80.21,0.03848183,80.21,16.8,-36.1,,16,0.6846
"2022-08-17 08:35:24.6",29.513419,34.926420,0.0197196,80.28,0.01971961,80.28,16.78,-36.12,,15,0.6836
"2022-08-17 08:35:25.6",29.513419,34.926420,0.0169515,80.55,0.01695152,80.55,16.71,-36.12,,16,0.6826
"2022-08-17 08:35:26.6",29.513419,34.926420,0.0243476,80.47,0.02434761,80.47,16.7,-36.14,,15,0.6816
"2022-08-17 08:35:27.6",29.513419,34.926420,0.0203756,80.35,0.02037563,80.35,16.68,-36.16,,16,0.6816
"2022-08-17 08:35:28.6",29.513419,34.926420,0.0133632,80.49,0.01336324,80.49,16.63,-36.17,,15,0.6807
"2022-08-17 08:35:29.6",29.513419,34.926420,0.0168851,80.37,0.01688511,80.37,16.68,-36.16,,16,0.6797
"2022-08-17 08:35:30.6",29.513418,34.926420,0.0178027,80.39,0.01780268,80.39,16.7,-36.16,,15,0.6797
"2022-08-17 08:35:31.6",29.513418,34.926420,0.0222417,80.27,0.02224169,80.27,16.74,-36.17,,16,0.6787
"2022-08-17 08:35:32.6",29.513418,34.926420,0.0301145,80.25,0.0301145,80.25,16.71,-36.17,,15,0.6787
"2022-08-17 08:35:33.6",29.513418,34.926420,0.0190371,80.38,0.0190371,80.38,16.71,-36.17,,16,0.6777
"2022-08-17 08:35:34.6",29.513418,34.926420,0.0188122,80.31,0.01881219,80.31,16.78,-36.16,,15,0.6768
"2022-08-17 08:35:35.6",29.513418,34.926420,0.0121074,80.28,0.01210744,80.28,16.9,-36.09,,16,0.6758
"2022-08-17 08:35:36.6",29.513418,34.926420,0.0279113,80.3,0.02791134,80.3,16.96,-36.07,,15,0.6748
"2022-08-17 08:35:37.6",29.513418,34.926420,0.0181543,80.38,0.01815433,80.38,17,-36.07,,16,0.6738
"2022-08-17 08:35:38.6",29.513418,34.926421,0.0217678,80.25,0.02176783,80.25,17.14,-36.06,,15,0.6738
"2022-08-17 08:35:39.6",29.513418,34.926421,0.01441,80.19,0.01440998,80.19,17.18,-36.06,,16,0.6748
"2022-08-17 08:35:40.6",29.513418,34.926422,0.0195683,79.99,0.0195683,79.99,17.22,-36.01,,15,0.6758
"2022-08-17 08:35:41.6",29.513418,34.926422,0.0192548,80.13,0.01925479,80.13,17.23,-36.04,,16,0.6768
"2022-08-17 08:35:42.6",29.513418,34.926422,0.0237199,80.17,0.02371988,80.17,17.29,-36.03,,15,0.6777
"2022-08-17 08:35:43.6",29.513418,34.926423,0.0183608,80.28,0.0183608,80.28,17.14,-36.05,,16,0.6777
"2022-08-17 08:35:44.6",29.513418,34.926423,0.0237524,80.22,0.02375242,80.22,16.96,-36.07,,15,0.6787
"2022-08-17 08:35:45.6",29.513418,34.926423,0.0219169,80.29,0.02191687,80.29,16.82,-36.1,,16,0.6787
"2022-08-17 08:35:46.6",29.513418,34.926423,0.0274096,80.1,0.02740956,80.1,16.83,-36.11,,15,0.6797
"2022-08-17 08:35:47.4",29.513419,34.926423,0.0247852,80.37,0.0247852,80.31,16.9,-36.09,,16,0.6797
"2022-08-17 08:35:48.6",29.513419,34.926424,0.0166259,80.32,0.01662589,80.32,16.75,-36.1,,15,0.6797
"2022-08-17 08:35:49.6",29.513419,34.926424,0.0160793,80.31,0.01607934,80.31,16.75,-36.12,,16,0.6787
"2022-08-17 08:35:50.6",29.513419,34.926424,0.0190243,80.4,0.0190243,80.4,16.74,-36.14,,15,0.6787
"2022-08-17 08:35:51.4",29.513419,34.926423,0.0146262,80.31,0.01462623,80.32,16.72,-36.17,,15,0.6797
"2022-08-17 08:35:52.6",29.513418,34.926423,0.015375,80.37,0.01537503,80.37,16.69,-36.19,,16,0.6797
"2022-08-17 08:35:53.6",29.513418,34.926423,0.0140389,80.49,0.01403887,80.49,16.7,-36.18,,15,0.6797
"2022-08-17 08:35:54.6",29.513418,34.926423,0.0240017,80.25,0.02400171,80.25,16.7,-36.15,,16,0.6797
"2022-08-17 08:35:55.5",29.513418,34.926422,0.0179891,80.3,0.01798907,80.29,16.71,-36.14,,15,0.6797
"2022-08-17 08:35:56.6",29.513418,34.926422,0.0218596,80.24,0.02185963,80.24,16.71,-36.14,,16,0.6787
"2022-08-17 08:35:57.6",29.513417,34.926422,0.0174418,80.28,0.01744176,80.28,16.71,-36.14,,15,0.6777
"2022-08-17 08:35:58.6",29.513417,34.926421,0.0184,80.32,0.01840002,80.32,16.73,-36.12,,16,0.6768
"2022-08-17 08:35:59.6",29.513417,34.926421,0.0243489,80.44,0.02434891,80.44,16.61,-36.15,,15,0.6758
"2022-08-17 08:36:00.6",29.513416,34.926421,0.0165445,80.48,0.01654451,80.48,16.58,-36.15,,16,0.6748
"2022-08-17 08:36:01.6",29.513416,34.926421,0.0203501,80.44,0.0203501,80.44,16.61,-36.15,,16,0.6738
"2022-08-17 08:36:02.6",29.513416,34.926421,0.016791,80.42,0.01679097,80.42,16.63,-36.14,,15,0.6719
"2022-08-17 08:36:03.6",29.513415,34.926421,0.0215103,80.38,0.0215103,80.38,17.46,-35.99,,16,0.6709
"2022-08-17 08:36:04.6",29.513415,34.926421,0.0419878,79.94,0.04198782,79.94,18,-35.9,,15,0.6709
"2022-08-17 08:36:05.6",29.513415,34.926421,0.0259832,79.72,0.02598323,79.72,18.1,-35.87,,16,0.6709
"2022-08-17 08:36:06.6",29.513415,34.926421,0.0207855,79.68,0.02078552,79.68,18.16,-35.86,,15,0.6709
"2022-08-17 08:36:07.6",29.513415,34.926421,0.0238239,79.64,0.02382394,79.64,17.07,-36.07,,16,0.6709
"2022-08-17 08:36:08.6",29.513415,34.926421,0.027189,80.15,0.02718895,80.15,16.75,-36.11,,15,0.6699
"2022-08-17 08:36:09.6",29.513414,34.926421,0.0204751,80.2,0.02047506,80.2,16.75,-36.11,,16,0.6689
"2022-08-17 08:36:10.6",29.513414,34.926421,0.0187333,80.27,0.01873334,80.27,16.78,-36.1,,15,0.668
"2022-08-17 08:36:11.6",29.513414,34.926421,0.0158774,80.22,0.01587738,80.22,16.79,-36.11,,16,0.667
"2022-08-17 08:36:12.6",29.513414,34.926421,0.0150474,80.26,0.01504739,80.26,16.8,-36.11,,15,0.667
"2022-08-17 08:36:13.6",29.513414,34.926421,0.0253653,80.11,0.02536527,80.11,16.8,-36.1,,15,0.6655
"2022-08-17 08:36:14.6",29.513414,34.926421,0.0203115,80.22,0.02031152,80.22,16.8,-36.12,,16,0.6655
"2022-08-17 08:36:15.6",29.513414,34.926420,0.0198401,80.37,0.01984012,80.37,16.75,-36.12,,15,0.6655
"2022-08-17 08:36:16.6",29.513414,34.926420,0.0273779,80.21,0.02737788,80.21,16.77,-36.12,,16,0.6646
"2022-08-17 08:36:17.6",29.513414,34.926420,0.0147567,80.21,0.01475672,80.21,16.75,-36.11,,15,0.6655
"2022-08-17 08:36:18.6",29.513414,34.926420,0.0288982,80.2,0.02889824,80.2,16.75,-36.12,,16,0.6646
"2022-08-17 08:36:19.6",29.513413,34.926419,0.0196926,80.25,0.01969261,80.25,16.77,-36.12,,15,0.6646
"2022-08-17 08:36:20.6",29.513413,34.926419,0.0101798,80.22,0.01017981,80.22,16.77,-36.14,,16,0.6646
"2022-08-17 08:36:21.6",29.513413,34.926419,0.0165402,80.26,0.01654017,80.26,16.78,-36.12,,15,0.6655
"2022-08-17 08:36:22.6",29.513413,34.926419,0.0215103,80.3,0.02151029,80.3,16.8,-36.12,,16,0.6655
"2022-08-17 08:36:23.6",29.513413,34.926419,0.0222466,80.29,0.0222466,80.29,16.8,-36.14,,15,0.6655
"2022-08-17 08:36:24.6",29.513413,34.926419,0.0252534,80.05,0.02525343,80.05,16.78,-36.14,,16,0.6655
"2022-08-17 08:36:25.6",29.513413,34.926419,0.0216061,80.19,0.0216061,80.19,16.75,-36.12,,15,0.6655
"2022-08-17 08:36:26.6",29.513413,34.926419,0.0162196,80.19,0.01621961,80.19,16.75,-36.12,,16,0.6655
"2022-08-17 08:36:27.6",29.513413,34.926419,0.0154896,80.13,0.01548956,80.13,16.73,-36.11,,15,0.6646
"2022-08-17 08:36:28.6",29.513413,34.926419,0.0142068,80.18,0.01420685,80.18,16.75,-36.14,,16,0.6646
"2022-08-17 08:36:29.6",29.513413,34.926419,0.0205387,80.11,0.02053872,80.11,16.74,-36.14,,15,0.6636
"2022-08-17 08:36:30.6",29.513413,34.926419,0.0286385,80.3,0.02863848,80.3,16.73,-36.15,,16,0.6636
"2022-08-17 08:36:31.6",29.513413,34.926418,0.0211291,80.3,0.02112915,80.3,16.72,-36.11,,15,0.6646
"2022-08-17 08:36:32.5",29.513413,34.926418,0.0188885,80.19,0.01888851,80.19,16.7,-36.12,,16,0.6655
"2022-08-17 08:36:33.6",29.513412,34.926418,0.0223618,80.26,0.02236177,80.26,16.73,-36.11,,15,0.667
"2022-08-17 08:36:34.6",29.513412,34.926418,0.0236399,80.39,0.02363994,80.39,16.75,-36.12,,16,0.668
"2022-08-17 08:36:35.6",29.513412,34.926418,0.0259075,80.27,0.02590746,80.27,16.72,-36.14,,15,0.6689
"2022-08-17 08:36:36.5",29.513412,34.926418,0.0196405,80.16,0.01964053,80.18,16.71,-36.12,,16,0.6689
"2022-08-17 08:36:37.6",29.513412,34.926418,0.0264337,80.17,0.02643375,80.17,16.71,-36.12,,15,0.6699
"2022-08-17 08:36:38.6",29.513412,34.926417,0.0278542,80.27,0.02785418,80.27,16.7,-36.11,,16,0.6699
"2022-08-17 08:36:39.6",29.513412,34.926417,0.0235756,80.21,0.02357564,80.21,16.73,-36.14,,15,0.668
"2022-08-17 08:36:40.6",29.513412,34.926417,0.0185948,80.25,0.01859478,80.25,16.74,-36.11,,16,0.6655
"2022-08-17 08:36:41.6",29.513412,34.926416,0.0173859,80.16,0.01738594,80.16,16.74,-36.1,,15,0.6646
"2022-08-17 08:36:42.6",29.513413,34.926416,0.0192208,80.17,0.01922083,80.17,16.74,-36.14,,16,0.667
"2022-08-17 08:36:43.6",29.513412,34.926416,0.0224034,80.27,0.02240341,80.27,16.72,-36.16,,16,0.6646
"2022-08-17 08:36:44.6",29.513412,34.926416,0.0211591,80.33,0.02115908,80.33,16.72,-36.14,,15,0.6636
"2022-08-17 08:36:45.6",29.513412,34.926417,0.0231863,80.24,0.02318631,80.24,16.73,-36.14,,16,0.6616
"2022-08-17 08:36:46.6",29.513412,34.926417,0.0343335,80.09,0.03433355,80.09,16.7,-36.15,,15,0.6606
"2022-08-17 08:36:47.6",29.513412,34.926417,0.0245583,80.22,0.02455827,80.22,16.69,-36.16,,16,0.6597
"2022-08-17 08:36:48.6",29.513412,34.926417,0.0269262,80.32,0.02692622,80.32,16.7,-36.15,,15,0.6577
"2022-08-17 08:36:49.6",29.513412,34.926417,0.0317591,80.18,0.03175909,80.18,16.68,-36.16,,16,0.6567
"2022-08-17 08:36:50.6",29.513412,34.926417,0.0331682,80.22,0.03316819,80.22,16.69,-36.15,,15,0.6567
"2022-08-17 08:36:51.6",29.513412,34.926417,0.0246253,80.15,0.02462529,80.15,16.64,-36.15,,15,0.6567
"2022-08-17 08:36:52.6",29.513412,34.926418,0.0312342,80.2,0.03123416,80.2,16.62,-36.16,,16,0.6558
"2022-08-17 08:36:53.6",29.513413,34.926418,0.0365632,80.26,0.03656322,80.26,16.68,-36.17,,15,0.6538
"2022-08-17 08:36:54.6",29.513413,34.926418,0.0269195,80.06,0.02691946,80.06,16.69,-36.16,,16,0.6528
"2022-08-17 08:36:55.6",29.513413,34.926418,0.0253775,80.19,0.02537753,80.19,16.73,-36.16,,15,0.6519
"2022-08-17 08:36:56.6",29.513413,34.926418,0.0198334,80.18,0.01983342,80.18,16.73,-36.17,,16,0.6519
"2022-08-17 08:36:57.6",29.513413,34.926419,0.018071,80.21,0.01807097,80.21,16.7,-36.18,,15,0.6509
"2022-08-17 08:36:58.6",29.513413,34.926419,0.0133461,80.21,0.01334606,80.21,16.7,-36.16,,16,0.6499
"2022-08-17 08:36:59.6",29.513413,34.926419,0.0129068,80.26,0.01290677,80.26,16.68,-36.16,,15,0.6489
"2022-08-17 08:37:00.6",29.513413,34.926419,0.0182064,80.36,0.01820643,80.36,16.68,-36.15,,16,0.6479
"2022-08-17 08:37:01.6",29.513413,34.926419,0.0213171,80.25,0.02131708,80.25,16.66,-36.18,,15,0.647
"2022-08-17 08:37:02.6",29.513413,34.926419,0.0170262,80.21,0.01702619,80.21,16.66,-36.18,,16,0.647
"2022-08-17 08:37:03.6",29.513413,34.926419,0.0163713,80.2,0.01637134,80.2,16.7,-36.17,,15,0.646
"2022-08-17 08:37:04.6",29.513413,34.926419,0.0137531,80.2,0.01375307,80.2,16.72,-36.15,,16,0.646
"2022-08-17 08:37:05.6",29.513413,34.926419,0.0183382,80.16,0.01833818,80.16,16.66,-36.15,,15,0.646
"2022-08-17 08:37:06.6",29.513413,34.926419,0.0122082,80.19,0.01220815,80.19,16.66,-36.15,,16,0.6445
"2022-08-17 08:37:07.6",29.513413,34.926420,0.018289,80.15,0.01828898,80.15,16.64,-36.12,,15,0.6445
"2022-08-17 08:37:08.6",29.513413,34.926420,0.0186199,80.27,0.01861991,80.27,16.67,-36.12,,16,0.6445
"2022-08-17 08:37:09.6",29.513413,34.926420,0.0231654,80.13,0.02316544,80.13,16.67,-36.14,,15,0.6445
"2022-08-17 08:37:10.6",29.513413,34.926420,0.0242818,80.09,0.02428181,80.09,16.66,-36.14,,16,0.6445
"2022-08-17 08:37:11.6",29.513413,34.926420,0.0182258,80.18,0.01822583,80.18,16.62,-36.11,,15,0.6445
"2022-08-17 08:37:12.6",29.513413,34.926420,0.0183952,80.24,0.01839517,80.24,16.62,-36.14,,15,0.6445
"2022-08-17 08:37:13.5",29.513413,34.926420,0.0223211,80.28,0.02232111,80.29,16.66,-36.16,,16,0.6445
"2022-08-17 08:37:14.6",29.513413,34.926420,0.0218578,80.14,0.0218578,80.14,16.64,-36.17,,15,0.6445
"2022-08-17 08:37:15.6",29.513413,34.926420,0.0255434,80.24,0.02554339,80.24,16.66,-36.16,,16,0.6445
"2022-08-17 08:37:16.6",29.513413,34.926420,0.0175416,80.16,0.01754158,80.16,16.64,-36.16,,15,0.6445
"2022-08-17 08:37:17.6",29.513414,34.926421,0.0283826,80.16,0.02838258,80.16,16.61,-36.15,,16,0.6445
"2022-08-17 08:37:18.6",29.513414,34.926421,0.0251376,80.35,0.02513762,80.35,16.64,-36.16,,15,0.6445
"2022-08-17 08:37:19.6",29.513414,34.926421,0.0298573,80.26,0.02985727,80.26,16.62,-36.17,,16,0.6445
"2022-08-17 08:37:20.6",29.513414,34.926422,0.0254969,80.28,0.0254969,80.28,16.63,-36.15,,15,0.6445
"2022-08-17 08:37:21.6",29.513414,34.926422,0.0224587,80.31,0.02245873,80.31,16.6,-36.15,,15,0.646
"2022-08-17 08:37:22.6",29.513414,34.926422,0.0162696,80.21,0.01626956,80.21,16.58,-36.15,,16,0.646
"2022-08-17 08:37:23.6",29.513414,34.926422,0.02017,80.19,0.02017002,80.19,16.6,-36.14,,15,0.646
"2022-08-17 08:37:24.6",29.513415,34.926422,0.023457,80.22,0.02345703,80.22,16.58,-36.14,,16,0.6445
"2022-08-17 08:37:25.6",29.513415,34.926422,0.015492,80.28,0.015492,80.28,16.58,-36.14,,15,0.6445
"2022-08-17 08:37:26.6",29.513415,34.926422,0.0182692,80.31,0.0182692,80.31,16.59,-36.12,,16,0.6445
"2022-08-17 08:37:27.6",29.513415,34.926422,0.0192866,80.19,0.01928656,80.19,16.62,-36.14,,15,0.6436
"2022-08-17 08:37:28.6",29.513415,34.926422,0.0294177,80.02,0.02941774,80.02,16.64,-36.14,,16,0.6436
"2022-08-17 08:37:29.6",29.513415,34.926422,0.0305242,80.16,0.03052421,80.16,16.62,-36.17,,15,0.6445
