time,servertime,latitude,longitude,"HDT - Heading True","SOG - Speed over Ground","COG - Course over Ground","TWA - True Wind Angle","TWD - True Wind Direction",Heel,"Trim Fore / Aft","GPS Satellites","GPS HAcc"
"2022-11-18 10:33:39.5","2022-11-18 15:35:07.985",29.546408,34.968979,219.84,0.01394751,219.84,,,3.13,-61.65,8,11.29
"2022-11-18 10:33:40.5","2022-11-18 15:35:07.986",29.546419,34.968963,220,0.05492086,220,,,3.39,-61.43,8,8.258
"2022-11-18 10:33:41.5","2022-11-18 15:35:07.987",29.546427,34.968950,219.79,0.03689431,219.79,,,3.61,-61.36,8,7.039
"2022-11-18 10:33:42.5","2022-11-18 15:35:07.987",29.546433,34.968941,219.47,0.02700691,219.47,,,3.78,-61.42,8,6.293
"2022-11-18 10:33:43.5","2022-11-18 15:35:07.987",29.546436,34.968937,218.91,0.02501327,218.91,,,3.81,-61.46,8,5.809
"2022-11-18 10:33:44.5","2022-11-18 15:35:07.988",29.546437,34.968935,218.16,0.03490282,218.16,,,4.07,-61.54,8,5.41
"2022-11-18 10:33:45.5","2022-11-18 15:35:07.988",29.546439,34.968933,217.51,0.0286507,217.51,,,4.31,-61.65,8,5.129
"2022-11-18 10:33:46.5","2022-11-18 15:35:07.989",29.546441,34.968932,217.28,0.03410712,217.28,,,33.44,-15.04,7,4.941
"2022-11-18 10:33:47.5","2022-11-18 15:35:07.989",29.546443,34.968934,38.04,0.4529096,38.04,,,168.52,-4.52,4,4.887
"2022-11-18 10:33:48.5","2022-11-18 15:35:07.99",29.546447,34.968933,291.48,0.6432692,52.76,,,172.29,-16.66,5,4.738
"2022-11-18 10:33:49.5","2022-11-18 15:35:07.99",29.546452,34.968932,140.68,0.17,140.68,,,174.69,-3.72,5,4.684
"2022-11-18 10:33:50.5","2022-11-18 15:35:07.991",29.546450,34.968928,355.8,0.1894995,355.8,,,166.24,-9.8,7,4.617
"2022-11-18 10:33:51.5","2022-11-18 15:35:07.991",29.546455,34.968929,195.76,0.4393066,195.76,,,-179.52,-7.99,6,4.559
"2022-11-18 10:33:52.5","2022-11-18 15:35:07.992",29.546456,34.968925,3.23,0.2453943,3.23,,,179.98,-22.82,5,4.527
"2022-11-18 10:33:53.5","2022-11-18 15:35:07.992",29.546459,34.968925,132.57,0.7031811,0.05,,,178.25,-8.59,6,4.578
"2022-11-18 10:33:54.5","2022-11-18 15:35:07.993",29.546467,34.968917,225.27,0.1758443,225.27,,,178.38,-6.67,6,4.539
"2022-11-18 10:33:55.5","2022-11-18 15:35:07.993",29.546467,34.968917,251.86,0.5555222,323.85,,,-171.29,-10.43,7,4.543
"2022-11-18 10:33:56.5","2022-11-18 15:35:07.994",29.546468,34.968919,218.14,0.2094814,218.14,,,-164.02,-4.89,7,4.5
"2022-11-18 10:33:57.5","2022-11-18 15:35:07.994",29.546469,34.968920,167.88,0.2262947,167.88,,,-176.26,-1.97,4,4.441
"2022-11-18 10:33:58.5","2022-11-18 15:35:07.994",29.546467,34.968922,104.72,0.235985,104.72,,,173.17,1.55,4,4.488
"2022-11-18 10:33:59.5","2022-11-18 15:35:08.006",29.546468,34.968923,66.86,0.2739103,66.86,,,174.45,-2.41,5,4.555
"2022-11-18 10:34:00.5","2022-11-18 15:35:08.007",29.546469,34.968923,34.65,0.1780705,34.65,,,171.97,-8.44,7,4.457
"2022-11-18 10:34:01.3","2022-11-18 15:35:08.008",29.546472,34.968919,350.38,0.09338378,0.82,,,172.82,-19.83,5,4.375
"2022-11-18 10:34:02.5","2022-11-18 15:35:08.008",29.546473,34.968918,306.97,0.08939807,306.97,,,179.86,-21.01,6,4.277
"2022-11-18 10:34:03.5","2022-11-18 15:35:08.009",29.546473,34.968918,296.23,0.1546858,296.23,,,173.87,-18.07,7,4.195
"2022-11-18 10:34:04.5","2022-11-18 15:35:08.01",29.546471,34.968920,343.11,0.1076501,343.11,,,168.34,-13.37,8,4.035
"2022-11-18 10:34:05.4","2022-11-18 15:35:08.01",29.546462,34.968934,60.38,0.2601903,54.75,,,125.4,-58.01,8,3.566
"2022-11-18 10:34:06.5","2022-11-18 15:35:08.011",29.546456,34.968941,204.67,0.2702728,204.67,,,6.15,-86.06,8,3.25
"2022-11-18 10:34:07.5","2022-11-18 15:35:08.011",29.546449,34.968948,275.07,0.1269191,275.07,,,76.08,-61.62,7,2.998
"2022-11-18 10:34:08.5","2022-11-18 15:35:08.012",29.546445,34.968950,152.23,0.2890701,152.23,,,111.94,10.93,6,2.926
"2022-11-18 10:34:09.5","2022-11-18 15:35:08.013",29.546441,34.968952,103.56,0.169981,103.56,,,75.34,15.38,7,2.865
"2022-11-18 10:34:10.5","2022-11-18 15:35:08.013",29.546439,34.968953,90,0.2030201,90,,,103.94,29.17,6,2.77
"2022-11-18 10:34:11.5","2022-11-18 15:35:08.014",29.546433,34.968955,72.45,0.341954,72.45,,,51.6,77.47,7,2.668
"2022-11-18 10:34:12.5","2022-11-18 15:35:08.014",29.546431,34.968967,55.23,0.4590382,55.23,,,82.28,-2.74,7,2.523
"2022-11-18 10:34:13.5","2022-11-18 15:35:08.015",29.546425,34.968977,353.13,0.6478837,68,,,82.17,-8.72,8,2.221
"2022-11-18 10:34:14.5","2022-11-18 15:35:08.015",29.546425,34.968975,321.7,0.2853636,321.7,,,40.87,-27.71,9,1.975
"2022-11-18 10:34:15.5","2022-11-18 15:35:08.016",29.546427,34.968974,337.75,0.2649759,337.75,,,69.06,-26.6,8,1.799
"2022-11-18 10:34:16.5","2022-11-18 15:35:08.017",29.546424,34.968973,59.62,0.5564017,130.12,,,19.26,-52.96,9,1.704
"2022-11-18 10:34:17.5","2022-11-18 15:35:08.017",29.546422,34.968971,191.84,0.1554913,191.84,,,2.2,-40.41,9,1.605
"2022-11-18 10:34:18.5","2022-11-18 15:35:08.018",29.546422,34.968971,191.11,0.1899244,191.11,,,21.22,-33.59,6,1.551
