time,servertime,latitude,longitude,"HDT - Heading True","SOG - Speed over Ground","COG - Course over Ground","TWA - True Wind Angle","TWD - True Wind Direction",Heel,"Trim Fore / Aft","GPS Satellites","GPS HAcc"
"2022-12-19 05:51:00.499","2022-12-19 05:51:00.499",32.489331,34.890776,240.47,0.3368762,240.47,,,97.78,-61.67,7,11.43
"2022-12-19 05:51:01.499","2022-12-19 05:51:01.499",32.489328,34.890760,235.06,0.2219912,235.06,,,133.48,-48.03,7,8.633
"2022-12-19 05:51:02.499","2022-12-19 05:51:02.499",32.489301,34.890738,122.29,0.3513236,122.29,,,-171.34,-40.16,6,12.51
"2022-12-19 05:51:03.499","2022-12-19 05:51:03.499",32.489298,34.890735,80.44,0.1707534,80.44,,,-173.71,-36.62,6,12.2
"2022-12-19 05:51:04.499","2022-12-19 05:51:04.499",32.489283,34.890726,55.79,0.10022,55.79,,,-176.98,-34.15,5,11.73
"2022-12-19 05:51:05.499","2022-12-19 05:51:05.499",32.489290,34.890723,23.2,0.1241651,23.2,,,-178.23,-33.4,5,11.96
"2022-12-19 05:51:06.499","2022-12-19 05:51:06.499",32.489304,34.890721,357.41,0.1051371,357.41,,,-178.45,-33.71,5,11.91
"2022-12-19 05:51:07.499","2022-12-19 05:51:07.499",32.489301,34.890712,341.71,0.09163441,341.71,,,-178.52,-33.84,6,13.06
"2022-12-19 05:51:08.499","2022-12-19 05:51:08.499",32.489306,34.890714,332.79,0.09680567,332.79,,,-178.54,-33.87,6,12.67
"2022-12-19 05:51:09.499","2022-12-19 05:51:09.499",32.489315,34.890712,328.33,0.1001785,328.33,,,-178.54,-33.87,6,12.38
"2022-12-19 05:51:10.499","2022-12-19 05:51:10.499",32.489309,34.890706,325.92,0.1251551,325.92,,,-178.54,-33.93,6,12.05
"2022-12-19 05:51:11.499","2022-12-19 05:51:11.499",32.489310,34.890703,324.46,0.07581195,324.46,,,-178.53,-33.93,6,11.9
"2022-12-19 05:51:12.499","2022-12-19 05:51:12.499",32.489316,34.890702,323.56,0.05214051,323.56,,,-89.68,-74.78,6,11.91
"2022-12-19 05:51:13.499","2022-12-19 05:51:13.499",32.489326,34.890697,199.77,0.1887708,199.77,,,2.78,-60.66,6,12.02
"2022-12-19 05:51:14.499","2022-12-19 05:51:14.499",32.489290,34.890719,143.91,0.1293672,143.91,,,0.9,-63.67,7,8.133
